HES US Equity,NEM US Equity,INTC US Equity,IFF US Equity,MOS US Equity,EXC US Equity,KMB US Equity,JNJ US Equity,BAX US Equity,F US Equity,COP US Equity,WFC US Equity,WY US Equity,TGT US Equity,MMM US Equity,CMI US Equity,HAS US Equity,DUK US Equity,EMN US Equity,BK US Equity,UFS US Equity,ECL US Equity,SLB US Equity,UPS US Equity,T US Equity,NSC US Equity,PPL US Equity,MO US Equity,JLL US Equity,C US Equity,ABT US Equity,AMD US Equity,CVX US Equity,CMA US Equity,DTE US Equity,HSY US Equity,KIM US Equity,NBL US Equity,IBM US Equity,WELL US Equity,IR US Equity,BKR US Equity,WEC US Equity,OXY US Equity,WMB US Equity,UNP US Equity,WM US Equity,CCL US Equity,Date1,Date2
-17.4334,-2.156728,-0.9203336,0.1582422,-12.04664,1.684365,7.625116,1.461873,1.639925,-1.674808,-13.61702,-1.343013,-6.807585,0.1517241,-3.793588,-12.31444,-7.83965,5.357143,-6.459177,-5.976277,-9.109033,-3.71249,-9.591704,-6.581885,2.197802,-11.0141,1.407548,2.047401,-3.76836,-4.326123,-0.0222618,21.61017,-1.489269,-9.298054,0.5369504,3.429498,2.387131,-10.19907,-1.291063,7.65944,-5.263688,-14.38271,4.034874,-9.560187,-28.15003,-6.849315,-0.02976992,7.817138,2015-11-30 00:00:00,2015-12-31 00:00:00
-12.33498,10.95053,-9.956459,-2.240053,-12.64951,6.481815,0.8798115,1.674455,-4.06291,-12.39859,-16.29899,-7.597498,-14.57638,-0.261672,0.2389804,2.136121,10.95606,5.476957,-9.331951,-11.71761,-12.71989,-5.691555,3.612903,-3.148706,6.271972,-16.65681,2.724875,4.981962,-11.97298,-17.61795,-15.17632,-23.34495,-3.879502,-18.00143,6.010725,-1.299429,2.758881,-1.700577,-9.322773,-8.54035,-6.909025,-5.720477,7.639836,1.804467,-24.90272,-7.928389,-0.786959,-11.65565,2015-12-31 00:00:00,2016-01-31 00:00:00
2.588235,29.40882,-3.764618,-11.68776,10.58091,7.553892,1.463946,1.46262,7.950819,4.77387,-12.75514,-5.853787,1.444748,9.19366,4.643829,9.62888,2.140549,-0.3128194,4.803137,-2.291552,9.116279,-4.931862,-0.05531061,4.423516,2.468109,4.696837,-0.1996577,0.752741,-27.46589,-8.759981,2.351387,-2.727273,-2.286671,-1.516035,-1.046936,3.824032,-1.618242,-8.575814,6.075377,3.903877,7.946376,-1.080211,2.922706,0.02592193,-17.15026,10.28724,5.476865,0.2977925,2016-01-31 00:00:00,2016-02-29 00:00:00
21.35862,3.002967,9.327476,10.68902,2.341408,13.87742,3.952846,2.841935,4.274785,7.913669,19.03636,3.069054,20.59274,4.882091,6.221712,12.67808,5.575326,8.616048,13.32078,4.068946,16.2262,9.104808,2.830452,9.238736,6.008119,13.77614,9.952264,2.697616,14.94073,7.464607,7.976252,33.17757,14.33365,12.73372,8.654057,1.320277,7.588785,6.474576,15.58422,8.717466,12.23226,2.239328,6.601597,0.5564214,4.548154,0.8749683,6.396392,10.02919,2016-02-29 00:00:00,2016-03-31 00:00:00
13.23837,31.56509,-6.398764,5.010108,3.666667,-2.147239,-6.928853,3.585952,7.643622,1.547421,18.67395,3.349876,3.679793,-3.378707,0.450099,6.448972,6.299545,-2.354983,5.745535,9.720337,-4.592593,3.102582,8.935594,-0.3792548,0.3375952,8.24024,-1.129498,0.07979573,-1.832595,10.96891,-6.446784,24.5614,7.106918,17.2432,-1.654533,1.107612,-1.423011,14.96339,-3.638165,0.1153735,5.69263,10.33539,-3.096388,12.01228,20.65961,9.654305,-0.3559322,-7.04946,2016-03-31 00:00:00,2016-04-30 00:00:00
0.5199597,-7.32056,5.234993,7.976898,-8.878171,-1.458046,1.477754,1.258347,-2.397105,-0.5162242,-7.841398,2.268549,-1.930261,-12.83492,1.230721,-1.325747,3.130907,0.3717766,-3.953915,4.522863,0,1.965559,-4.41329,-1.132615,0.8500773,-6.094699,2.391073,1.483017,2.619283,0.6266206,1.876607,28.7324,-0.1050547,6.081081,1.7048,0.3623098,0.2133713,-0.7154552,6.345969,0.4257083,1.937748,-3.740167,4.167084,-1.578604,14.28571,-2.840356,3.674094,-1.98436,2016-04-30 00:00:00,2016-05-31 00:00:00
0.7172671,20.78983,3.830326,-1.841167,3.765359,6.098629,8.985032,7.640429,5.087281,-6.819867,-0.433889,-6.683754,-4.543004,1.512067,4.039924,-1.77339,-3.780502,9.663812,-6.855974,-7.631954,-8.320394,1.458547,3.643512,4.491221,10.37037,1.2729,-1.09224,9.303741,-17.31716,-8.975736,-0.8074691,12.47265,3.792079,-12.23301,10.15687,22.2294,11.35557,0.3356643,-1.27488,10.53548,-4.221671,-2.695127,8.57998,1.154816,0.4311371,3.634636,9.459503,-7.415165,2016-05-31 00:00:00,2016-06-30 00:00:00
-10.73211,12.47444,6.280488,5.695249,3.132162,2.530253,-5.768112,3.239901,6.19195,1.80599,-5.805826,1.352208,9.909305,7.891722,1.85016,9.187122,-2.677091,-0.2331274,-3.932253,1.904762,12.45358,-0.1854975,1.820941,0.3527664,1.300893,5.462234,-0.1059603,-1.827146,12.33453,3.724982,14.54394,33.46304,-2.241725,9.992706,-1.614205,-2.405498,3.129712,-0.4181767,5.824219,4.148615,4.051507,5.982717,-0.5972435,-1.098465,10.81831,6.647564,-0.2263468,5.701357,2016-06-30 00:00:00,2016-07-31 00:00:00
1.211556,-13.09091,3.73623,4,11.37037,-7.965127,-1.150135,-4.067611,-2.41566,-0.4739336,0.5634493,6.74547,-2.658924,-6.083128,1.113541,3.144128,0.6278468,-5.978669,4.077878,5.761421,-5.20701,3.944923,-1.88773,1.753102,-5.567106,5.293338,-7.769822,-2.378139,6.650224,8.970554,-6.100559,7.87172,-0.8266656,4.531388,-4.73749,-9.321045,-6.386293,-3.180696,-0.2286776,-2.162907,2.610927,3.088861,-7.016102,2.836879,16.56237,3.253053,-3.297036,3.068867,2016-07-31 00:00:00,2016-08-31 00:00:00
-0.7231075,2.811645,5.182502,3.633188,-17.87568,-2.088235,-0.786198,-1.01391,1.861759,-4.206349,5.89525,-12.83465,1.26048,-2.151304,-1.679313,2.022132,-2.948373,0.4770274,0.404637,-4.295656,0.6162295,-0.7857817,0.1779404,0.1281817,-0.6604697,3.365282,0.4843798,-3.409096,-2.535332,-1.068287,0.6425512,-6.621622,2.326506,0.5633209,1.669817,-4.294724,-3.660566,3.654292,-0.01888218,-2.579805,0.4030092,2.727458,0,-4.178898,10.7107,2.093583,0.3562115,2.133891,2016-08-31 00:00:00,2016-09-30 00:00:00
-10.53711,-5.726648,-7.629139,-8.526264,-3.802126,2.343046,-9.299191,-1.811563,-0.0210084,-1.502837,0.5468382,3.906956,-5.333064,0.0728014,-6.202122,-0.2575107,5.787038,-0.02498751,6.25,8.974412,-3.178023,-6.20276,-0.5213632,-1.463058,-8.296109,-4.18298,-0.6653168,4.570615,-14.88707,4.065213,-6.623409,4.63097,1.77808,10.0803,2.498132,7.175732,-7.248778,-3.553442,-3.248348,-8.345593,-0.9567266,9.768179,-0.2672011,-0.01371366,-4.978848,-9.586794,2.979925,0.5735354,2016-09-30 00:00:00,2016-10-31 00:00:00
16.65624,-12.41901,0.2750226,-7.439976,21.92358,-3.573709,1.048859,-3.378011,-6.492961,1.873935,11.66858,15.98459,3.007016,13.31609,4.566399,11.76112,2.373816,-6.744954,4.463913,9.59094,9.235048,2.24227,7.439601,8.316895,5.001359,15.20732,-2.562609,-3.31216,4.945353,15.11134,-2.981651,23.23652,7.562765,22.38433,-3.04135,-5.084197,-4.021045,11.0016,6.502445,-7.181026,10.77426,16.47668,-5.386699,-2.125909,5.136986,15.60314,6.503198,5.412559,2016-10-31 00:00:00,2016-11-30 00:00:00
11.75562,5.183693,4.524496,-2.133184,3.274648,9.16641,-0.4945681,3.513028,-0.06761325,1.421405,3.338829,4.138322,-2.400259,-6.486277,3.976942,-3.604176,-8.90034,5.218924,0.7823372,-0.08435259,0.4322659,0.7287046,0.4725252,-1.10421,10.09578,1.512305,2.931579,6.730074,-0.2369668,5.391027,0.8930917,27.27273,5.503765,7.200371,6.725243,7.026076,-0.4144854,-0.2620545,2.324004,6.610385,1.187041,0.9948702,4.713444,0.9230341,2.075207,2.319155,1.999425,1.264345,2016-11-30 00:00:00,2016-12-31 00:00:00
-13.01975,6.486645,1.516405,-0.5261818,6.955336,1.098901,6.142657,-1.701241,8.051421,3.538287,-2.752294,2.213754,4.12097,-10.72961,-2.100017,7.565669,6.716466,1.185261,3.044808,-5.192512,11.93953,2.482512,-0.2858845,-4.80635,0.3055755,8.688813,2.320117,5.264715,1.969517,-6.057547,9.449235,-8.553792,-5.395072,-0.8515636,0.1319663,1.972348,-1.073132,4.466631,5.138864,-0.9412819,5.743603,-2.909035,0.682012,-4.857504,-7.385999,2.797068,-1.988436,6.377257,2016-12-31 00:00:00,2017-01-31 00:00:00
-5.057217,-5.622933,-0.9839169,7.243409,0.3028371,3.267899,9.427887,8.615108,6.282613,1.375404,-1.924904,3.450008,7.628471,-8.011659,7.284676,1.686747,17.40395,6.276105,3.548387,5.387883,-12.81758,3.196537,-3.415269,-2.337856,-0.8776091,3.563421,5.855339,5.254285,11.3268,7.434976,7.924347,39.44069,2.002522,5.553088,2.777778,3.318754,-2.571314,-8.195062,3.855722,7.565337,0.01260239,-4.178506,2.988436,-3.275786,-1.733703,1.844739,5.496403,1.666374,2017-01-31 00:00:00,2017-02-28 00:00:00
-5.788886,-3.592378,-0.359116,5.933146,-6.444373,-1.988559,0.03374054,1.914737,2.104576,-7.102953,4.83498,-3.835522,1.687963,-6.091543,2.672391,1.825039,3.045318,-0.654149,1.346823,0.1909207,-3.027498,1.403399,-2.812345,1.456127,-0.5743001,-7.485747,2.494024,-3.902974,-2.833479,0.01671961,-1.486247,0.6224067,-4.56,-3.480535,1.549262,0.8306414,-8.907216,-5.685251,-3.158714,0.6251776,2.987478,-0.7631055,0.5973121,-2.157254,5.507863,-1.87141,0.03995866,5.290438,2017-02-28 00:00:00,2017-03-31 00:00:00
1.28604,2.578883,0.221791,4.57255,-7.710761,-3.752084,-1.428246,-0.8671216,7.365985,-0.1336474,-3.930218,-3.269853,-0.3237198,1.195869,2.351957,-0.1719577,-0.1482623,0.5974881,-1.299505,0.04234597,8.570646,2.991862,-7.055058,0.1491146,-3.469812,4.929892,1.925649,0.5040605,3.059668,-0.9039241,-1.13631,-8.591065,-0.6240104,3.09128,2.428753,-0.9610984,-7.025808,-5.853232,-7.953371,0.8754589,9.136744,-0.7522568,-0.1814283,-2.872475,3.514701,5.702417,-0.1919912,4.854863,2017-03-31 00:00:00,2017-04-30 00:00:00
-6.020889,1.00562,0.6254194,-0.505087,-15.41785,5.876324,-0.01541426,4.555554,6.806753,-3.051439,-6.199658,-4.356803,-2.686743,-0.1829329,5.041656,5.177124,6.205226,4.927216,0.4514107,0.1274968,-8.247163,2.90495,-3.435483,-0.6006848,-2.775675,6.115834,4.72317,5.098913,0.8325884,2.401895,4.628781,-15.86466,-2.017418,-3.026874,4.713644,7.116113,-13.55347,-10.96898,-3.845481,2.805364,0.9577465,-6.832899,4.593605,-4.241144,-6.62749,-0.9436203,0.1786205,4.392458,2017-04-30 00:00:00,2017-05-31 00:00:00
-3.87413,-5.01977,-6.563279,-1.632182,0.8837826,-0.6609749,0.2635315,3.150097,2.073849,0.6294964,-1.633475,8.349628,2.592556,-5.185857,1.819338,2.866202,5.937678,-2.439309,5.481104,8.27674,6.732402,0.2076063,-5.388705,4.359725,-2.076304,-1.878578,-2.167275,-0.4823788,8.253226,10.47241,6.460797,11.52815,0.8214148,7.202133,-2.684983,-6.853475,4.618016,-1.359359,0.786215,3.18445,2.46071,-1.160471,-2.198853,2.879202,6.979669,-1.260199,1.186553,2.341189,2017-05-31 00:00:00,2017-06-30 00:00:00
1.52724,14.75764,5.127445,-1.348148,5.738064,6.293319,-4.608473,0.3250435,-0.09910803,1.553585,3.840123,-2.652951,-1.432836,8.376363,-3.37192,3.501418,-4.537033,1.830362,-0.9882129,4.413341,1.665799,-0.8135593,4.19198,-0.2712723,4.728296,-7.493837,-0.8535954,-12.75681,1.776,2.347488,1.726196,9.054487,4.658296,-1.269798,1.200492,-1.918599,11.53552,2.155477,-5.954625,-1.950568,-3.840683,-0.5304119,2.59042,3.440788,4.953765,-5.463226,2.453988,1.845356,2017-06-30 00:00:00,2017-07-31 00:00:00
-12.66278,3.1477,-0.3893552,2.755669,-17.23281,-0.3632464,0.1055538,0.3725148,2.846325,-1.693405,-3.76901,-4.632086,-1.241672,-2.706904,2.154678,-4.410376,-7.206271,3.618666,3.655604,-1.414294,3.533026,1.237943,-7.419825,4.466172,-3.948718,7.628467,2.37412,-2.4165,-4.173872,-0.1467782,3.578691,-4.481998,-0.441538,-5.614715,4.913133,0.237977,-2.775025,-17.46174,-0.09005959,0.9767483,-2.833409,-7.659086,4.406072,-3.60084,-6.450598,2.862181,2.608117,4.657676,2017-07-31 00:00:00,2017-08-31 00:00:00
21.25445,-1.971133,8.582834,4.927863,8.879168,-0.5281225,-3.77618,-1.782881,1.144423,8.522212,14.63582,7.989035,5.330357,8.215661,2.73101,5.427281,-0.5903308,-3.871707,5.606288,1.415455,8.32097,-3.244893,10.70791,5.010493,4.564869,9.724527,-2.311939,1.09161,1.304241,6.923416,4.750687,-1.923077,9.180449,12.22792,-3.708401,4.050705,-0.3567788,19.31005,1.433266,-4.015296,4.979206,8.023599,-3.741184,8.929222,1.957661,10.13295,2.071371,-7.066782,2017-08-31 00:00:00,2017-09-30 00:00:00
-5.822137,-3.59904,19.45903,3.155832,3.47383,6.742766,-4.39327,7.230213,2.741036,3.777004,2.746029,1.795104,5.524537,0.05083884,9.666508,5.266917,-4.61759,5.231173,0.3536302,-2.51024,9.057386,1.593966,-8.256881,-2.131735,-13.0016,-0.6200847,-1.027668,1.261432,4.850203,1.044817,2.122704,-13.84314,-1.370213,3.029111,2.887481,-2.738848,-5.797556,-1.727786,6.189689,-4.723961,-0.6392285,-14.17258,7.343103,0.5606604,-5.031656,-0.1552126,4.982752,2.818646,2017-09-30 00:00:00,2017-10-31 00:00:00
3.894928,2.295354,-0.8537114,5.440239,8.728738,4.531824,6.443871,0.5505211,1.892353,2.03749,-0.5278592,1.282385,-0.5847953,2.503455,6.161716,-4.747996,0.464413,1.99264,1.717873,6.394558,1.901944,4.025716,-1.796875,4.092789,8.112927,5.973148,-2.369542,5.621302,18.05201,3.164988,3.946155,-0.8648157,3.642821,6.032837,4.626109,5.105133,1.982379,-5.299846,0.9390022,2.03568,-1.106095,-4.862777,3.900687,9.183831,1.929825,9.840449,0.6145796,-0.463546,2017-10-31 00:00:00,2017-11-30 00:00:00
4.061562,1.644609,2.9438,-1.380086,5.752996,-5.514265,1.567543,0.279911,-1.358157,-0.2396166,7.881289,7.437577,-0.3391747,8.931553,-3.19569,5.519713,-2.28983,-5.685131,0.914753,-1.6076,3.556616,-0.982203,8.068493,-1.893783,6.871908,4.52283,-14.6466,6.234972,-2.334579,-1.443709,1.241795,-5.601469,5.210522,4.574434,-4.548657,2.325791,-0.4859611,10.79848,-0.3572125,-5.469908,2.322608,6.424487,-4.403512,5.650432,6.062945,6.007905,4.924012,1.112127,2017-11-30 00:00:00,2017-12-31 00:00:00
6.404045,7.969083,4.289428,-1.513662,6.391271,-2.283684,-3.033317,-1.095047,11.43255,-9.958182,7.141556,8.422614,6.466251,15.27969,6.428177,6.431159,4.675982,-6.669837,7.059586,5.712177,3.71567,2.608436,9.185339,6.856903,-2.393348,4.126984,2.972536,-1.49839,4.982206,5.469695,9.436213,33.65759,0.1278057,9.687824,-3.489859,-2.801515,-12.3416,4.735758,6.700561,-5.958915,6.099339,1.611884,-3.206383,1.778441,2.951787,-0.4474273,2.468134,7.895133,2017-12-31 00:00:00,2018-01-31 00:00:00
-10.07721,-5.702296,3.072826,-6.021291,-3.498168,-2.910549,-5.196581,-5.41568,-5.886436,-3.281677,-7.145815,-10.67539,-6.686202,1.105689,-5.439638,-9.969449,1.057418,-2.904516,1.915709,0.5820106,-12.85047,-5.251307,-10.1631,-17.29266,-3.070761,-7.373765,-10.10355,-10.50611,2.724656,-3.410241,-2.944016,-11.86317,-9.825346,2.100399,-4.60053,-10.33804,-5.971087,-1.880208,-3.840106,-11.05282,-6.160837,-17.40888,-5.969298,-12.49833,-11.56419,-1.90191,-2.386068,-5.946812,2018-01-31 00:00:00,2018-02-28 00:00:00
12.01755,2.657297,5.660378,-2.568193,-7.75076,5.318574,0.1738774,-1.331999,-3.825143,4.429783,9.169582,-10.27221,0.844877,-7.929983,-6.789521,-3.615389,-11.7924,2.827183,4.996091,-9.644047,-3.987936,5.390397,-1.310177,0.2394407,-1.790634,-2.372735,0.2013171,0.08506351,8.735446,-10.58418,-0.6795955,-17.01073,1.89421,-1.023961,4.48589,0.7123957,-3.743315,1.575595,-1.54014,3.67619,-3.20961,5.189394,4.639519,0.2354573,-9.325208,3.209213,-2.017041,-1.987745,2018-02-28 00:00:00,2018-03-31 00:00:00
12.58396,0.5630919,-0.8832566,3.17727,10.99671,1.717508,-5.983837,-1.295357,6.857318,2.83242,10.47394,-0.8586147,5.085714,4.56575,-11.4477,-1.375779,5.243179,3.472312,-3.315022,6.248787,3.196991,5.617568,5.835135,8.446398,-6.97087,5.663573,2.863203,-9.964699,-2.937471,1.140741,-2.525587,8.258706,9.70712,-1.407276,0.9578544,-7.093775,2.780607,11.65016,-5.520433,-1.81885,-1.894515,30.03241,2.519936,18.93473,3.499598,-0.5951052,-3.364242,-3.842635,2018-03-31 00:00:00,2018-04-30 00:00:00
6.0186,-0.9162637,7.543114,-13.5424,2.003711,5.201562,-2.59803,-4.730577,2.201439,2.758007,3.307765,4.693108,1.495378,1.251223,2.149676,-10.27105,-1.521172,-2.587166,2.184561,0.4402862,9.498861,-1.492022,0.1604434,3.115274,-1.162079,6.241523,-6.116838,-0.659419,-3.157492,-1.854237,5.848959,26.19485,0.2121007,-0.3066188,-2.817837,-1.365743,6.547209,5.882299,-1.444752,9.56268,4.350936,-3.734235,-0.8809144,8.982656,4.391761,7.365948,1.746832,-0.4671348,2018-04-30 00:00:00,2018-05-31 00:00:00
11.16935,-2.783047,-9.945652,2.060473,2.124825,2.923411,5.478008,1.437887,4.234896,-4.155844,3.309096,2.685683,-1.510675,4.431335,-0.2585813,-6.594564,6.409222,2.488336,-3.673044,-1.497717,-0.6864989,-1.320394,-1.675323,-8.517052,-0.6497525,-0.5143422,6.17521,3.14157,1.361749,0.3448793,-0.8776207,9.176985,1.713596,-3.229629,2.091415,3.354065,9.896507,-1.176471,-1.139339,8.742411,3.010828,-4.509974,2.375297,0.2777599,2.230126,-0.7565144,-1.107545,-7.98009,2018-05-31 00:00:00,2018-06-30 00:00:00
-1.88369,-2.731371,-3.238785,7.099064,7.344028,-0.2347418,8.088096,9.213779,-1.882449,-8.016137,4.084736,3.336941,-6.253428,5.990541,7.930053,7.37594,8.590618,3.211937,3.661465,-0.3336689,1.927919,0.2636642,0.731016,12.85889,1.112428,12.01697,0.7705779,3.328051,3.024279,7.426778,7.93982,22.28152,-0.1265522,6.621205,4.73801,5.534064,-0.08035292,2.295918,3.743737,-0.1435636,9.78491,4.692704,2.66048,0.2987572,9.738104,5.794749,10.64667,3.36765,2018-06-30 00:00:00,2018-07-31 00:00:00
2.605516,-15.40349,1.298765,-1.8605,3.852541,3.665565,1.475496,2.315474,2.914021,-5.577689,1.745878,2.828232,1.550614,9.29265,0.006971772,0.07185502,-0.3011746,0.66315,-6.359776,-2.468674,5.55786,6.95096,-6.457346,3.259712,-0.09383798,3.343401,3.371567,-0.2726653,-10.81223,-0.2881469,1.983521,37.31588,-5.29214,0.5570456,2.39543,3.098625,2.516477,-17.3749,2.165559,8.028291,2.822048,-4.152883,2.664155,-4.837365,-0.5378152,1.023957,1,4.648913,2018-07-31 00:00:00,2018-08-31 00:00:00
6.698983,-2.223056,-2.353913,7.332133,3.954635,-0.1143903,-0.7969248,2.583711,3.657389,-2.42616,5.406509,-10.12312,-6.110247,0.8114285,-0.09956381,3.011283,5.850368,-1.501723,-0.7801026,-2.224353,2.495088,4.460006,-2.767693,-4.988607,5.134627,3.831109,-0.2580798,4.400258,-5.376344,0.7018529,9.754638,22.72547,3.224717,-6.871284,-1.036901,1.472344,-2.162478,4.946164,3.22911,-3.582671,1.525866,2.608432,-1.213377,3.926596,-7.014627,8.106493,-0.090971,3.70792,2018-08-31 00:00:00,2018-09-30 00:00:00
-19.81,2.384106,-0.8669909,3.982174,-4.741379,0.3435639,-8.218937,1.317218,-18.91296,5.084681,-9.316841,1.274734,-17.47753,-5.192155,-9.705282,-6.421579,-12.15753,3.261685,-18.14668,-6.610034,-10.49532,-2.315346,-15.77479,-8.745182,-7.272452,-7.019391,3.896104,7.842812,-8.35643,-8.753833,-5.645549,-41.04888,-8.693163,-9.578714,2.996426,5.04902,-2.233848,-20.32703,-23.66246,2.720771,-6.217009,-21.10553,2.456561,-18.37654,-10.51857,-10.20082,-0.9849491,-12.12169,2018-09-30 00:00:00,2018-10-31 00:00:00
-6.114983,4.592497,5.851278,-2.094567,16.35423,6.696933,10.61362,5.604118,9.966405,-1.465969,-5.321888,2.797406,0.4348631,-14.36339,10.03005,11.37669,-0.7741795,8.342811,0.5998724,8.409043,-5.895055,4.792687,-12.1029,9.107362,1.825293,2.217366,0.625,-15.69803,8.590329,-0.3478673,7.412242,16.9687,7.549537,-2.918097,6.530249,1.758601,1.615911,-4.067839,9.028264,10.86359,7.900771,-13.83873,6.795347,4.771135,4.069051,5.72941,5.309227,8.479804,2018-10-31 00:00:00,2018-11-30 00:00:00
-24.47779,7.602135,-4.826607,-4.674011,-18.8024,-2.780772,-0.3648069,-12.15112,-3.982495,-18.70351,-5.787247,-15.10685,-17.22832,-6.863021,-8.358984,-11.53184,-10.71429,-2.562945,-6.44004,-8.263496,-18.39146,-7.90519,-19.09338,-15.40463,-8.642766,-12.41654,-6.166713,-8.40638,-11.59218,-19.64809,-2.322755,-13.33333,-8.533714,-12.50076,-7.14741,-1.034164,-8.685016,-20.97725,-8.529814,-4.037053,-11.41061,-5.7844,-4.442605,-11.62728,-11.67374,-10.11185,-5.077333,-18.22856,2018-11-30 00:00:00,2018-12-31 00:00:00
33.33333,-1.558442,0.4048583,5.593208,10.5101,5.898005,-2.246797,3.122821,10.1337,17.01373,8.564555,7.118055,20.0366,10.45544,5.122284,10.07932,12.23385,1.714948,10.27219,11.73643,33.50413,7.343061,22.53326,8.069312,7.110449,12.17066,10.55418,-0.08098806,13.27804,23.81867,1.371598,32.23185,5.386525,14.63095,6.754306,-1.007651,16.10921,19.08316,18.2546,11.64097,9.656911,9.627907,5.443257,8.797654,22.13152,15.07632,7.506462,16.79513,2018-12-31 00:00:00,2019-01-31 00:00:00
7.12963,0.02931692,13.10339,-10.07194,-3.128872,2.503795,4.893158,3.353552,3.352186,-0.3409091,0.6977676,2.00368,-3.849085,0.3756676,4.267242,5.51978,-6.25,3.220475,2.567601,0.3058104,8.550107,6.790163,0.7916761,5.459473,3.526281,7.433863,2.713921,6.200608,15.13841,-0.04314151,6.357906,-3.60508,5.350459,10.62992,4.934183,4.99399,3.409759,-0.3220793,3.971307,-2.982991,5.517793,12.74928,5.280984,-0.9433962,-0.8911994,5.97405,5.83255,1.173365,2019-01-31 00:00:00,2019-02-28 00:00:00
4.56093,5.278753,1.397281,1.60314,-12.5892,3.169376,6.999896,2.305328,8.805032,0.1140251,-1.635962,-3.146923,5.825633,10.49009,0.1880515,2.453112,0.1413428,0.3792104,-7.5211,-3.90625,-2.474956,4.791694,-1.11212,1.397459,0.7712082,4.233129,-0.06759285,11.14597,-6.625484,-2.75086,2.98892,8.457289,3.010537,-15.14417,1.724501,3.749548,5.173394,11.64786,2.150148,4.427399,2.783421,5.079606,3.670687,1.320347,9.123671,-0.2981515,3.154707,-12.18837,2019-02-28 00:00:00,2019-03-31 00:00:00
6.458575,-10.97106,-4.953445,6.98812,-4.393995,1.635747,3.615819,1.008656,-6.161604,20.89977,-5.424034,0.1862583,1.746393,-3.5385,-8.792954,5.333502,20.60692,1.244444,3.953611,-0.9575425,-0.6632065,4.270987,-2.04269,-4.940039,0.3103005,9.165819,-1.669817,-5.397876,0.2529511,13.62906,-0.06710263,8.268025,-2.532879,7.187671,0.7776175,8.725943,-4.552255,9.421755,-0.5882353,-3.956186,13.58036,-13.34776,-0.8219525,-11.0574,-1.357939,5.885168,3.300934,8.16246,2019-03-31 00:00:00,2019-04-30 00:00:00
-12.8821,6.535738,-13.18408,-1.720009,-17.77097,-4.934422,-0.3816794,-6.48207,-3.748362,-8.899522,-6.130514,-7.462957,-14.92537,4.846987,-14.97184,-8.690105,-6.597291,-5.036519,-17.69777,-14.03544,-14.00818,0.005432421,-18.72071,-11.67632,-1.22739,-3.943541,-4.645947,-9.699982,-19.23183,-11.5336,-4.311212,-0.796236,-4.238268,-12.43161,-0.1909156,6.280855,0.05750431,-20.53581,-8.383795,10.19661,-3.482587,-10.17706,3.46181,-15.47215,-6.883162,-5.306157,1.872555,-5.785937,2019-04-30 00:00:00,2019-05-31 00:00:00
14.29932,16.7306,8.696639,7.677665,16.84326,-0.2911814,5.01813,6.199009,11.83886,7.457983,3.459973,6.648636,17.2267,7.65693,8.507042,13.65084,11.07841,3.072071,20.91708,3.420005,5.897741,7.51095,16.16061,11.13861,9.581426,2.147177,5.585911,-1.977784,13.04942,12.679,10.46894,10.79898,9.301713,6.569717,2.664294,1.568657,6.206897,4.672897,8.591228,0.3816794,7.493067,15.0397,3.500931,2.671856,7.758751,1.39705,5.981365,-9.06427,2019-05-31 00:00:00,2019-06-30 00:00:00
1.997798,-5.068885,5.598496,-0.7581501,0.6392329,-6.007509,1.778211,-6.504882,2.527472,-5.448048,-2.657901,2.303466,-3.530752,-0.2424662,0.7961232,-4.28388,15.29145,-1.722575,-3.186432,6.966187,-3.692779,2.172812,0.5787619,15.68703,3.156535,-4.118798,-4.450177,-0.5913411,3.553913,1.613594,3.9621,0.2634178,-1.068788,0.7709251,-0.602127,13.21346,5.571724,-1.428571,7.498187,1.950202,-2.376253,3.085668,2.506897,2.147971,-12.12554,6.410029,1.412846,1.460795,2019-06-30 00:00:00,2019-07-31 00:00:00
-2.914867,9.22782,-5.582555,-23.77943,-26.99484,5.737142,4.025064,-0.6956207,5.003134,-3.777544,-11.67908,-2.743506,3.541913,24.84489,-6.590657,-8.165586,-8.823044,8.073827,-13.24486,-10.35806,-22.37927,2.270361,-18.86415,0.1489711,3.553598,-8.46126,-0.2699966,-7.07457,-7.989567,-8.887846,-2.043628,3.284072,-3.395641,-15.77869,2.006136,4.951554,-4.320666,2.825358,-7.516759,8.83079,-2.078279,-13.91609,12.80147,-15.34268,-4.220779,-9.457417,2.008547,-5.634554,2019-07-31 00:00:00,2019-08-31 00:00:00
-3.543821,-4.594867,8.690149,12.48813,11.78055,2.221752,1.409523,0.7946401,-0.5457646,-0.1090513,9.198927,8.310071,6.629393,-0.1214499,1.657185,8.977021,7.440934,3.364244,13.86955,7.489301,8.679818,-3.778683,7.026269,0.977583,7.317073,3.223212,8.062865,-4.623216,3.737411,7.350427,-1.933896,-7.821939,0.7475365,8.147162,3.299655,-2.202171,13.60174,-0.5314438,7.297277,1.217061,2.194944,6.961733,-0.6995928,4.073635,3.544075,0.01234873,-3.230081,-0.8393829,2019-08-31 00:00:00,2019-09-30 00:00:00
