date,effectif,pred,eonia
2018-08-01,-0.8360823999999996,7.646912975135752,"-0,359"
2018-09-01,5.257004920000001,12.39600652248696,"-0,363"
2018-10-01,-1.619361419999999,11.968102869154643,"-0,366"
2018-11-01,-0.4215152599999994,11.815357667868097,"-0,361"
2018-12-01,-4.896739999999999,12.200969948751801,"-0,36"
2019-01-01,-3.1223579999999997,12.758686993023572,"-0,367"
2019-02-01,3.4602291799999993,17.777550825677572,"-0,367"
2019-03-01,3.9210505799999997,14.401742763871514,"-0,368"
2019-04-01,2.4268769999999993,7.313310009576941,"-0,367"
2019-05-01,-4.7981818842,10.742678828395807,"-0,367"
2019-06-01,-4.535945,15.042117194502218,"-0,362"
2019-07-01,-5.009524279999999,15.20252435489741,"-0,367"
2019-08-01,6.944457739999998,13.42910931539168,"-0,361"
2019-09-01,-3.5483434339999995,14.239131298492333,"-0,403"
2019-10-01,2.9907120319999994,13.09501571714214,"-0,464"
2019-11-01,-2.3193670199999996,11.40825223548951,"-0,451"
