portfolio,cov
"['F US Equity', 'KMB US Equity', 'BAX US Equity', 'ABT US Equity', 'DTE US Equity']","[[60.12884092 -1.02208325 11.36110434  7.97174775  1.64816784]
 [-1.02208325 18.98891434  6.38563303  8.68989909  7.58649282]
 [11.36110434  6.38563303 34.52299909 14.39771418  1.83277625]
 [ 7.97174775  8.68989909 14.39771418 24.77505784  3.62423425]
 [ 1.64816784  7.58649282  1.83277625  3.62423425 14.83958778]]"
"['F US Equity', 'EXC US Equity', 'PPL US Equity', 'ABT US Equity']","[[60.12884092  2.10823493  2.76490375  7.97174775]
 [ 2.10823493 25.89215886 11.71174001  4.8967833 ]
 [ 2.76490375 11.71174001 19.51266423  5.56063142]
 [ 7.97174775  4.8967833   5.56063142 24.77505784]]"
"['EXC US Equity', 'KMB US Equity', 'DUK US Equity', 'ABT US Equity', 'HSY US Equity']","[[25.89215886  6.47096926 11.83651989  4.8967833   4.54078826]
 [ 6.47096926 18.98891434  8.44756961  8.68989909  8.82716934]
 [11.83651989  8.44756961 15.09230655  4.08434053  6.92183195]
 [ 4.8967833   8.68989909  4.08434053 24.77505784  3.96903426]
 [ 4.54078826  8.82716934  6.92183195  3.96903426 24.23853542]]"
"['F US Equity', 'NEM US Equity', 'DUK US Equity', 'PPL US Equity', 'HSY US Equity']","[[ 60.12884092  -0.64314394  -0.4362186    2.76490375  -2.19611815]
 [ -0.64314394 103.03759492   2.20664854  -2.40971396   2.19901409]
 [ -0.4362186    2.20664854  15.09230655   9.14826341   6.92183195]
 [  2.76490375  -2.40971396   9.14826341  19.51266423   1.80784233]
 [ -2.19611815   2.19901409   6.92183195   1.80784233  24.23853542]]"
"['NEM US Equity', 'KMB US Equity', 'TGT US Equity', 'T US Equity', 'DTE US Equity']","[[ 1.03037595e+02 -5.73200752e+00  2.98316666e+00  6.29184021e+00
   1.27988372e+00]
 [-5.73200752e+00  1.89889143e+01  8.93653031e-03  8.99086179e+00
   7.58649282e+00]
 [ 2.98316666e+00  8.93653031e-03  4.35782631e+01  4.93516210e+00
  -4.85471207e-01]
 [ 6.29184021e+00  8.99086179e+00  4.93516210e+00  2.08100914e+01
   5.61924737e+00]
 [ 1.27988372e+00  7.58649282e+00 -4.85471207e-01  5.61924737e+00
   1.48395878e+01]]"
"['NEM US Equity', 'KMB US Equity', 'PPL US Equity', 'ABT US Equity']","[[103.03759492  -5.73200752  -2.40971396   2.29416432]
 [ -5.73200752  18.98891434   6.79175117   8.68989909]
 [ -2.40971396   6.79175117  19.51266423   5.56063142]
 [  2.29416432   8.68989909   5.56063142  24.77505784]]"
"['NEM US Equity', 'DUK US Equity', 'WELL US Equity', 'WEC US Equity']","[[103.03759492   2.20664854  -0.94065873   1.7655769 ]
 [  2.20664854  15.09230655  10.88876835  13.99886178]
 [ -0.94065873  10.88876835  30.47520004  13.81643924]
 [  1.7655769   13.99886178  13.81643924  18.95565239]]"
"['KMB US Equity', 'DUK US Equity', 'T US Equity', 'HSY US Equity', 'WELL US Equity']","[[18.98891434  8.44756961  8.99086179  8.82716934  8.7765816 ]
 [ 8.44756961 15.09230655  4.90012192  6.92183195 10.88876835]
 [ 8.99086179  4.90012192 20.81009143  4.8968044   6.51666351]
 [ 8.82716934  6.92183195  4.8968044  24.23853542  8.49867145]
 [ 8.7765816  10.88876835  6.51666351  8.49867145 30.47520004]]"
"['F US Equity', 'EXC US Equity', 'TGT US Equity', 'ABT US Equity', 'WEC US Equity']","[[60.12884092  2.10823493 10.70107509  7.97174775 -0.13859971]
 [ 2.10823493 25.89215886  2.72806342  4.8967833  12.97943216]
 [10.70107509  2.72806342 43.5782631   5.19269506  1.06769617]
 [ 7.97174775  4.8967833   5.19269506 24.77505784  2.63410506]
 [-0.13859971 12.97943216  1.06769617  2.63410506 18.95565239]]"
"['EXC US Equity', 'KMB US Equity', 'T US Equity', 'MO US Equity', 'DTE US Equity']","[[25.89215886  6.47096926  6.27166154  4.59793345 11.93496076]
 [ 6.47096926 18.98891434  8.99086179  7.69898443  7.58649282]
 [ 6.27166154  8.99086179 20.81009143  8.69786152  5.61924737]
 [ 4.59793345  7.69898443  8.69786152 29.16115716  6.33423752]
 [11.93496076  7.58649282  5.61924737  6.33423752 14.83958778]]"
"['NEM US Equity', 'EXC US Equity', 'TGT US Equity', 'WELL US Equity']","[[103.03759492   2.41496056   2.98316666  -0.94065873]
 [  2.41496056  25.89215886   2.72806342  12.30757996]
 [  2.98316666   2.72806342  43.5782631    0.67687823]
 [ -0.94065873  12.30757996   0.67687823  30.47520004]]"
"['EXC US Equity', 'KMB US Equity', 'TGT US Equity', 'MO US Equity', 'ABT US Equity']","[[2.58921589e+01 6.47096926e+00 2.72806342e+00 4.59793345e+00
  4.89678330e+00]
 [6.47096926e+00 1.89889143e+01 8.93653031e-03 7.69898443e+00
  8.68989909e+00]
 [2.72806342e+00 8.93653031e-03 4.35782631e+01 3.46409467e+00
  5.19269506e+00]
 [4.59793345e+00 7.69898443e+00 3.46409467e+00 2.91611572e+01
  8.11236787e+00]
 [4.89678330e+00 8.68989909e+00 5.19269506e+00 8.11236787e+00
  2.47750578e+01]]"
"['KMB US Equity', 'BAX US Equity', 'ABT US Equity', 'DTE US Equity']","[[18.98891434  6.38563303  8.68989909  7.58649282]
 [ 6.38563303 34.52299909 14.39771418  1.83277625]
 [ 8.68989909 14.39771418 24.77505784  3.62423425]
 [ 7.58649282  1.83277625  3.62423425 14.83958778]]"
"['EXC US Equity', 'KMB US Equity', 'MO US Equity', 'ABT US Equity', 'HSY US Equity']","[[25.89215886  6.47096926  4.59793345  4.8967833   4.54078826]
 [ 6.47096926 18.98891434  7.69898443  8.68989909  8.82716934]
 [ 4.59793345  7.69898443 29.16115716  8.11236787  9.82905636]
 [ 4.8967833   8.68989909  8.11236787 24.77505784  3.96903426]
 [ 4.54078826  8.82716934  9.82905636  3.96903426 24.23853542]]"
"['NEM US Equity', 'TGT US Equity', 'WEC US Equity']","[[103.03759492   2.98316666   1.7655769 ]
 [  2.98316666  43.5782631    1.06769617]
 [  1.7655769    1.06769617  18.95565239]]"
"['KMB US Equity', 'ABT US Equity']","[[18.98891434  8.68989909]
 [ 8.68989909 24.77505784]]"
"['F US Equity', 'NEM US Equity', 'EXC US Equity', 'BAX US Equity', 'T US Equity']","[[ 60.12884092  -0.64314394   2.10823493  11.36110434   4.29453088]
 [ -0.64314394 103.03759492   2.41496056   7.46429102   6.29184021]
 [  2.10823493   2.41496056  25.89215886   5.6269886    6.27166154]
 [ 11.36110434   7.46429102   5.6269886   34.52299909   6.08540732]
 [  4.29453088   6.29184021   6.27166154   6.08540732  20.81009143]]"
"['F US Equity', 'EXC US Equity', 'TGT US Equity', 'DTE US Equity', 'HSY US Equity']","[[60.12884092  2.10823493 10.70107509  1.64816784 -2.19611815]
 [ 2.10823493 25.89215886  2.72806342 11.93496076  4.54078826]
 [10.70107509  2.72806342 43.5782631  -0.48547121  1.54710836]
 [ 1.64816784 11.93496076 -0.48547121 14.83958778  8.11705738]
 [-2.19611815  4.54078826  1.54710836  8.11705738 24.23853542]]"
"['EXC US Equity', 'BAX US Equity', 'PPL US Equity', 'DTE US Equity', 'WEC US Equity']","[[25.89215886  5.6269886  11.71174001 11.93496076 12.97943216]
 [ 5.6269886  34.52299909  6.09919756  1.83277625  0.72070333]
 [11.71174001  6.09919756 19.51266423  9.18255513  9.27362243]
 [11.93496076  1.83277625  9.18255513 14.83958778 13.85501748]
 [12.97943216  0.72070333  9.27362243 13.85501748 18.95565239]]"
"['NEM US Equity', 'PPL US Equity', 'DTE US Equity', 'WEC US Equity']","[[103.03759492  -2.40971396   1.27988372   1.7655769 ]
 [ -2.40971396  19.51266423   9.18255513   9.27362243]
 [  1.27988372   9.18255513  14.83958778  13.85501748]
 [  1.7655769    9.27362243  13.85501748  18.95565239]]"
"['F US Equity', 'KMB US Equity', 'TGT US Equity', 'MO US Equity']","[[ 6.01288409e+01 -1.02208325e+00  1.07010751e+01  3.58207561e+00]
 [-1.02208325e+00  1.89889143e+01  8.93653031e-03  7.69898443e+00]
 [ 1.07010751e+01  8.93653031e-03  4.35782631e+01  3.46409467e+00]
 [ 3.58207561e+00  7.69898443e+00  3.46409467e+00  2.91611572e+01]]"
"['EXC US Equity', 'BAX US Equity', 'DTE US Equity', 'HSY US Equity']","[[25.89215886  5.6269886  11.93496076  4.54078826]
 [ 5.6269886  34.52299909  1.83277625  0.70200443]
 [11.93496076  1.83277625 14.83958778  8.11705738]
 [ 4.54078826  0.70200443  8.11705738 24.23853542]]"
"['EXC US Equity', 'DUK US Equity', 'PPL US Equity', 'MO US Equity', 'DTE US Equity']","[[25.89215886 11.83651989 11.71174001  4.59793345 11.93496076]
 [11.83651989 15.09230655  9.14826341  5.38190606 12.00045256]
 [11.71174001  9.14826341 19.51266423  6.70958138  9.18255513]
 [ 4.59793345  5.38190606  6.70958138 29.16115716  6.33423752]
 [11.93496076 12.00045256  9.18255513  6.33423752 14.83958778]]"
"['TGT US Equity', 'DUK US Equity', 'MO US Equity', 'ABT US Equity', 'WM US Equity']","[[43.5782631  -2.28759833  3.46409467  5.19269506  4.76091308]
 [-2.28759833 15.09230655  5.38190606  4.08434053  4.8629017 ]
 [ 3.46409467  5.38190606 29.16115716  8.11236787  7.31257551]
 [ 5.19269506  4.08434053  8.11236787 24.77505784  8.16408473]
 [ 4.76091308  4.8629017   7.31257551  8.16408473 17.51085179]]"
"['TGT US Equity', 'PPL US Equity', 'MO US Equity', 'DTE US Equity', 'WEC US Equity']","[[43.5782631   0.55155332  3.46409467 -0.48547121  1.06769617]
 [ 0.55155332 19.51266423  6.70958138  9.18255513  9.27362243]
 [ 3.46409467  6.70958138 29.16115716  6.33423752  5.64387931]
 [-0.48547121  9.18255513  6.33423752 14.83958778 13.85501748]
 [ 1.06769617  9.27362243  5.64387931 13.85501748 18.95565239]]"
"['COP US Equity', 'EXC US Equity', 'ABT US Equity', 'HSY US Equity', 'WM US Equity']","[[50.1662132   4.4046426   8.25680018 -1.9994731   6.21204161]
 [ 4.4046426  25.89215886  4.8967833   4.54078826  5.34520496]
 [ 8.25680018  4.8967833  24.77505784  3.96903426  8.16408473]
 [-1.9994731   4.54078826  3.96903426 24.23853542  6.36590069]
 [ 6.21204161  5.34520496  8.16408473  6.36590069 17.51085179]]"
"['KMB US Equity', 'BAX US Equity', 'MO US Equity', 'WEC US Equity', 'WM US Equity']","[[18.98891434  6.38563303  7.69898443  8.30634734  7.08088071]
 [ 6.38563303 34.52299909  3.14112548  0.72070333  8.58204876]
 [ 7.69898443  3.14112548 29.16115716  5.64387931  7.31257551]
 [ 8.30634734  0.72070333  5.64387931 18.95565239  5.93886073]
 [ 7.08088071  8.58204876  7.31257551  5.93886073 17.51085179]]"
"['HAS US Equity', 'DUK US Equity', 'PPL US Equity', 'ABT US Equity', 'WEC US Equity']","[[50.0298012  -0.27770118  4.8653002   9.28773023 -0.25286581]
 [-0.27770118 15.09230655  9.14826341  4.08434053 13.99886178]
 [ 4.8653002   9.14826341 19.51266423  5.56063142  9.27362243]
 [ 9.28773023  4.08434053  5.56063142 24.77505784  2.63410506]
 [-0.25286581 13.99886178  9.27362243  2.63410506 18.95565239]]"
"['TGT US Equity', 'ABT US Equity', 'DTE US Equity', 'WEC US Equity', 'WM US Equity']","[[43.5782631   5.19269506 -0.48547121  1.06769617  4.76091308]
 [ 5.19269506 24.77505784  3.62423425  2.63410506  8.16408473]
 [-0.48547121  3.62423425 14.83958778 13.85501748  5.90528955]
 [ 1.06769617  2.63410506 13.85501748 18.95565239  5.93886073]
 [ 4.76091308  8.16408473  5.90528955  5.93886073 17.51085179]]"
"['COP US Equity', 'JNJ US Equity', 'MO US Equity', 'ABT US Equity', 'DTE US Equity']","[[50.1662132   5.86293841  5.03354479  8.25680018  2.21974051]
 [ 5.86293841 15.4644834   9.60513812  9.4247343   7.34329368]
 [ 5.03354479  9.60513812 29.16115716  8.11236787  6.33423752]
 [ 8.25680018  9.4247343   8.11236787 24.77505784  3.62423425]
 [ 2.21974051  7.34329368  6.33423752  3.62423425 14.83958778]]"
"['COP US Equity', 'EXC US Equity', 'TGT US Equity', 'DTE US Equity', 'HSY US Equity']","[[50.1662132   4.4046426   7.56558635  2.21974051 -1.9994731 ]
 [ 4.4046426  25.89215886  2.72806342 11.93496076  4.54078826]
 [ 7.56558635  2.72806342 43.5782631  -0.48547121  1.54710836]
 [ 2.21974051 11.93496076 -0.48547121 14.83958778  8.11705738]
 [-1.9994731   4.54078826  1.54710836  8.11705738 24.23853542]]"
"['COP US Equity', 'KMB US Equity', 'HAS US Equity', 'KIM US Equity', 'WM US Equity']","[[50.1662132  -1.32471373  8.83054044  9.75027323  6.21204161]
 [-1.32471373 18.98891434  7.34294621  8.79579513  7.08088071]
 [ 8.83054044  7.34294621 50.0298012  13.36515177  7.94554411]
 [ 9.75027323  8.79579513 13.36515177 44.28842328 10.83425723]
 [ 6.21204161  7.08088071  7.94554411 10.83425723 17.51085179]]"
"['EXC US Equity', 'DUK US Equity', 'WELL US Equity', 'WEC US Equity', 'WM US Equity']","[[25.89215886 11.83651989 12.30757996 12.97943216  5.34520496]
 [11.83651989 15.09230655 10.88876835 13.99886178  4.8629017 ]
 [12.30757996 10.88876835 30.47520004 13.81643924  6.22535951]
 [12.97943216 13.99886178 13.81643924 18.95565239  5.93886073]
 [ 5.34520496  4.8629017   6.22535951  5.93886073 17.51085179]]"
"['KMB US Equity', 'TGT US Equity', 'DUK US Equity', 'MO US Equity', 'ABT US Equity']","[[ 1.89889143e+01  8.93653031e-03  8.44756961e+00  7.69898443e+00
   8.68989909e+00]
 [ 8.93653031e-03  4.35782631e+01 -2.28759833e+00  3.46409467e+00
   5.19269506e+00]
 [ 8.44756961e+00 -2.28759833e+00  1.50923065e+01  5.38190606e+00
   4.08434053e+00]
 [ 7.69898443e+00  3.46409467e+00  5.38190606e+00  2.91611572e+01
   8.11236787e+00]
 [ 8.68989909e+00  5.19269506e+00  4.08434053e+00  8.11236787e+00
   2.47750578e+01]]"
"['COP US Equity', 'TGT US Equity', 'PPL US Equity']","[[50.1662132   7.56558635  2.95141374]
 [ 7.56558635 43.5782631   0.55155332]
 [ 2.95141374  0.55155332 19.51266423]]"
"['COP US Equity', 'TGT US Equity', 'DUK US Equity']","[[50.1662132   7.56558635 -1.70832842]
 [ 7.56558635 43.5782631  -2.28759833]
 [-1.70832842 -2.28759833 15.09230655]]"
"['COP US Equity', 'JNJ US Equity', 'HAS US Equity', 'MO US Equity', 'KIM US Equity']","[[50.1662132   5.86293841  8.83054044  5.03354479  9.75027323]
 [ 5.86293841 15.4644834   8.10688167  9.60513812  9.25578371]
 [ 8.83054044  8.10688167 50.0298012   6.06448133 13.36515177]
 [ 5.03354479  9.60513812  6.06448133 29.16115716  9.10071902]
 [ 9.75027323  9.25578371 13.36515177  9.10071902 44.28842328]]"
"['KMB US Equity', 'DUK US Equity', 'PPL US Equity', 'ABT US Equity', 'WEC US Equity']","[[18.98891434  8.44756961  6.79175117  8.68989909  8.30634734]
 [ 8.44756961 15.09230655  9.14826341  4.08434053 13.99886178]
 [ 6.79175117  9.14826341 19.51266423  5.56063142  9.27362243]
 [ 8.68989909  4.08434053  5.56063142 24.77505784  2.63410506]
 [ 8.30634734 13.99886178  9.27362243  2.63410506 18.95565239]]"
"['EXC US Equity', 'MO US Equity', 'ABT US Equity', 'DTE US Equity', 'WEC US Equity']","[[25.89215886  4.59793345  4.8967833  11.93496076 12.97943216]
 [ 4.59793345 29.16115716  8.11236787  6.33423752  5.64387931]
 [ 4.8967833   8.11236787 24.77505784  3.62423425  2.63410506]
 [11.93496076  6.33423752  3.62423425 14.83958778 13.85501748]
 [12.97943216  5.64387931  2.63410506 13.85501748 18.95565239]]"
"['EXC US Equity', 'JNJ US Equity', 'HAS US Equity', 'MO US Equity', 'WM US Equity']","[[25.89215886  7.36481335  1.97695688  4.59793345  5.34520496]
 [ 7.36481335 15.4644834   8.10688167  9.60513812  8.78467261]
 [ 1.97695688  8.10688167 50.0298012   6.06448133  7.94554411]
 [ 4.59793345  9.60513812  6.06448133 29.16115716  7.31257551]
 [ 5.34520496  8.78467261  7.94554411  7.31257551 17.51085179]]"
"['EXC US Equity', 'KMB US Equity', 'TGT US Equity', 'ABT US Equity', 'HSY US Equity']","[[2.58921589e+01 6.47096926e+00 2.72806342e+00 4.89678330e+00
  4.54078826e+00]
 [6.47096926e+00 1.89889143e+01 8.93653031e-03 8.68989909e+00
  8.82716934e+00]
 [2.72806342e+00 8.93653031e-03 4.35782631e+01 5.19269506e+00
  1.54710836e+00]
 [4.89678330e+00 8.68989909e+00 5.19269506e+00 2.47750578e+01
  3.96903426e+00]
 [4.54078826e+00 8.82716934e+00 1.54710836e+00 3.96903426e+00
  2.42385354e+01]]"
"['JNJ US Equity', 'BAX US Equity', 'PPL US Equity', 'WM US Equity']","[[15.4644834   9.62643386  7.79928158  8.78467261]
 [ 9.62643386 34.52299909  6.09919756  8.58204876]
 [ 7.79928158  6.09919756 19.51266423  4.45584552]
 [ 8.78467261  8.58204876  4.45584552 17.51085179]]"
"['KMB US Equity', 'JNJ US Equity', 'ABT US Equity']","[[18.98891434  7.67858388  8.68989909]
 [ 7.67858388 15.4644834   9.4247343 ]
 [ 8.68989909  9.4247343  24.77505784]]"
"['KMB US Equity', 'HAS US Equity', 'PPL US Equity', 'MO US Equity', 'WEC US Equity']","[[18.98891434  7.34294621  6.79175117  7.69898443  8.30634734]
 [ 7.34294621 50.0298012   4.8653002   6.06448133 -0.25286581]
 [ 6.79175117  4.8653002  19.51266423  6.70958138  9.27362243]
 [ 7.69898443  6.06448133  6.70958138 29.16115716  5.64387931]
 [ 8.30634734 -0.25286581  9.27362243  5.64387931 18.95565239]]"
"['COP US Equity', 'KMB US Equity', 'JNJ US Equity', 'DUK US Equity', 'WM US Equity']","[[50.1662132  -1.32471373  5.86293841 -1.70832842  6.21204161]
 [-1.32471373 18.98891434  7.67858388  8.44756961  7.08088071]
 [ 5.86293841  7.67858388 15.4644834   6.85005142  8.78467261]
 [-1.70832842  8.44756961  6.85005142 15.09230655  4.8629017 ]
 [ 6.21204161  7.08088071  8.78467261  4.8629017  17.51085179]]"
"['ABT US Equity', 'WELL US Equity', 'WM US Equity']","[[24.77505784  6.26345459  8.16408473]
 [ 6.26345459 30.47520004  6.22535951]
 [ 8.16408473  6.22535951 17.51085179]]"
"['COP US Equity', 'PPL US Equity', 'DTE US Equity', 'WELL US Equity']","[[50.1662132   2.95141374  2.21974051 -1.04077787]
 [ 2.95141374 19.51266423  9.18255513  9.22128191]
 [ 2.21974051  9.18255513 14.83958778 12.12349466]
 [-1.04077787  9.22128191 12.12349466 30.47520004]]"
"['EXC US Equity', 'MO US Equity', 'DTE US Equity', 'WELL US Equity', 'WM US Equity']","[[25.89215886  4.59793345 11.93496076 12.30757996  5.34520496]
 [ 4.59793345 29.16115716  6.33423752  4.75605577  7.31257551]
 [11.93496076  6.33423752 14.83958778 12.12349466  5.90528955]
 [12.30757996  4.75605577 12.12349466 30.47520004  6.22535951]
 [ 5.34520496  7.31257551  5.90528955  6.22535951 17.51085179]]"
"['COP US Equity', 'KMB US Equity', 'MO US Equity', 'WELL US Equity']","[[50.1662132  -1.32471373  5.03354479 -1.04077787]
 [-1.32471373 18.98891434  7.69898443  8.7765816 ]
 [ 5.03354479  7.69898443 29.16115716  4.75605577]
 [-1.04077787  8.7765816   4.75605577 30.47520004]]"
"['EXC US Equity', 'KMB US Equity', 'BAX US Equity', 'WELL US Equity', 'WEC US Equity']","[[25.89215886  6.47096926  5.6269886  12.30757996 12.97943216]
 [ 6.47096926 18.98891434  6.38563303  8.7765816   8.30634734]
 [ 5.6269886   6.38563303 34.52299909  5.71196003  0.72070333]
 [12.30757996  8.7765816   5.71196003 30.47520004 13.81643924]
 [12.97943216  8.30634734  0.72070333 13.81643924 18.95565239]]"
"['KMB US Equity', 'BAX US Equity', 'ABT US Equity', 'DTE US Equity', 'WELL US Equity']","[[18.98891434  6.38563303  8.68989909  7.58649282  8.7765816 ]
 [ 6.38563303 34.52299909 14.39771418  1.83277625  5.71196003]
 [ 8.68989909 14.39771418 24.77505784  3.62423425  6.26345459]
 [ 7.58649282  1.83277625  3.62423425 14.83958778 12.12349466]
 [ 8.7765816   5.71196003  6.26345459 12.12349466 30.47520004]]"
"['COP US Equity', 'KMB US Equity', 'DUK US Equity', 'KIM US Equity']","[[50.1662132  -1.32471373 -1.70832842  9.75027323]
 [-1.32471373 18.98891434  8.44756961  8.79579513]
 [-1.70832842  8.44756961 15.09230655  9.28365735]
 [ 9.75027323  8.79579513  9.28365735 44.28842328]]"
"['COP US Equity', 'HAS US Equity', 'HSY US Equity', 'WEC US Equity', 'WM US Equity']","[[50.1662132   8.83054044 -1.9994731  -3.65262908  6.21204161]
 [ 8.83054044 50.0298012   4.09553801 -0.25286581  7.94554411]
 [-1.9994731   4.09553801 24.23853542  8.16399132  6.36590069]
 [-3.65262908 -0.25286581  8.16399132 18.95565239  5.93886073]
 [ 6.21204161  7.94554411  6.36590069  5.93886073 17.51085179]]"
"['BAX US Equity', 'HAS US Equity', 'PPL US Equity', 'KIM US Equity', 'WELL US Equity']","[[34.52299909 12.44276661  6.09919756  9.04366966  5.71196003]
 [12.44276661 50.0298012   4.8653002  13.36515177  0.80728402]
 [ 6.09919756  4.8653002  19.51266423 10.39182006  9.22128191]
 [ 9.04366966 13.36515177 10.39182006 44.28842328 22.94466754]
 [ 5.71196003  0.80728402  9.22128191 22.94466754 30.47520004]]"
"['KMB US Equity', 'BAX US Equity', 'TGT US Equity', 'PPL US Equity', 'WM US Equity']","[[1.89889143e+01 6.38563303e+00 8.93653031e-03 6.79175117e+00
  7.08088071e+00]
 [6.38563303e+00 3.45229991e+01 6.28670867e+00 6.09919756e+00
  8.58204876e+00]
 [8.93653031e-03 6.28670867e+00 4.35782631e+01 5.51553324e-01
  4.76091308e+00]
 [6.79175117e+00 6.09919756e+00 5.51553324e-01 1.95126642e+01
  4.45584552e+00]
 [7.08088071e+00 8.58204876e+00 4.76091308e+00 4.45584552e+00
  1.75108518e+01]]"
