portfolio,cov
"['BK US Equity', 'TGT US Equity', 'T US Equity', 'DTE US Equity', 'HSY US Equity']","[[41.6093943   8.59761947  4.8022112   0.67471391 -4.96922721]
 [ 8.59761947 43.5782631   4.9351621  -0.48547121  1.54710836]
 [ 4.8022112   4.9351621  20.81009143  5.61924737  4.8968044 ]
 [ 0.67471391 -0.48547121  5.61924737 14.83958778  8.11705738]
 [-4.96922721  1.54710836  4.8968044   8.11705738 24.23853542]]"
"['BK US Equity', 'KMB US Equity', 'PPL US Equity', 'HSY US Equity', 'WELL US Equity']","[[41.6093943  -0.74810062  2.62990816 -4.96922721 -0.46730919]
 [-0.74810062 18.98891434  6.79175117  8.82716934  8.7765816 ]
 [ 2.62990816  6.79175117 19.51266423  1.80784233  9.22128191]
 [-4.96922721  8.82716934  1.80784233 24.23853542  8.49867145]
 [-0.46730919  8.7765816   9.22128191  8.49867145 30.47520004]]"
"['EXC US Equity', 'KMB US Equity', 'MO US Equity', 'WELL US Equity']","[[25.89215886  6.47096926  4.59793345 12.30757996]
 [ 6.47096926 18.98891434  7.69898443  8.7765816 ]
 [ 4.59793345  7.69898443 29.16115716  4.75605577]
 [12.30757996  8.7765816   4.75605577 30.47520004]]"
"['EXC US Equity', 'TGT US Equity', 'DUK US Equity', 'T US Equity', 'MO US Equity']","[[25.89215886  2.72806342 11.83651989  6.27166154  4.59793345]
 [ 2.72806342 43.5782631  -2.28759833  4.9351621   3.46409467]
 [11.83651989 -2.28759833 15.09230655  4.90012192  5.38190606]
 [ 6.27166154  4.9351621   4.90012192 20.81009143  8.69786152]
 [ 4.59793345  3.46409467  5.38190606  8.69786152 29.16115716]]"
"['BK US Equity', 'KMB US Equity', 'DUK US Equity', 'T US Equity', 'WEC US Equity']","[[41.6093943  -0.74810062 -3.16565772  4.8022112  -3.84398036]
 [-0.74810062 18.98891434  8.44756961  8.99086179  8.30634734]
 [-3.16565772  8.44756961 15.09230655  4.90012192 13.99886178]
 [ 4.8022112   8.99086179  4.90012192 20.81009143  5.11205962]
 [-3.84398036  8.30634734 13.99886178  5.11205962 18.95565239]]"
"['NEM US Equity', 'TGT US Equity', 'T US Equity']","[[103.03759492   2.98316666   6.29184021]
 [  2.98316666  43.5782631    4.9351621 ]
 [  6.29184021   4.9351621   20.81009143]]"
"['NEM US Equity', 'T US Equity', 'MO US Equity']","[[ 1.03037595e+02  6.29184021e+00 -7.12359198e-02]
 [ 6.29184021e+00  2.08100914e+01  8.69786152e+00]
 [-7.12359198e-02  8.69786152e+00  2.91611572e+01]]"
"['BK US Equity', 'EXC US Equity', 'T US Equity']","[[41.6093943   1.3610969   4.8022112 ]
 [ 1.3610969  25.89215886  6.27166154]
 [ 4.8022112   6.27166154 20.81009143]]"
"['EXC US Equity', 'DUK US Equity', 'T US Equity', 'DTE US Equity', 'HSY US Equity']","[[25.89215886 11.83651989  6.27166154 11.93496076  4.54078826]
 [11.83651989 15.09230655  4.90012192 12.00045256  6.92183195]
 [ 6.27166154  4.90012192 20.81009143  5.61924737  4.8968044 ]
 [11.93496076 12.00045256  5.61924737 14.83958778  8.11705738]
 [ 4.54078826  6.92183195  4.8968044   8.11705738 24.23853542]]"
"['EXC US Equity', 'PPL US Equity', 'HSY US Equity', 'WELL US Equity', 'WEC US Equity']","[[25.89215886 11.71174001  4.54078826 12.30757996 12.97943216]
 [11.71174001 19.51266423  1.80784233  9.22128191  9.27362243]
 [ 4.54078826  1.80784233 24.23853542  8.49867145  8.16399132]
 [12.30757996  9.22128191  8.49867145 30.47520004 13.81643924]
 [12.97943216  9.27362243  8.16399132 13.81643924 18.95565239]]"
"['NEM US Equity', 'TGT US Equity', 'WEC US Equity']","[[103.03759492   2.98316666   1.7655769 ]
 [  2.98316666  43.5782631    1.06769617]
 [  1.7655769    1.06769617  18.95565239]]"
"['BK US Equity', 'EXC US Equity', 'KMB US Equity', 'DTE US Equity', 'WELL US Equity']","[[41.6093943   1.3610969  -0.74810062  0.67471391 -0.46730919]
 [ 1.3610969  25.89215886  6.47096926 11.93496076 12.30757996]
 [-0.74810062  6.47096926 18.98891434  7.58649282  8.7765816 ]
 [ 0.67471391 11.93496076  7.58649282 14.83958778 12.12349466]
 [-0.46730919 12.30757996  8.7765816  12.12349466 30.47520004]]"
"['NEM US Equity', 'HSY US Equity']","[[103.03759492   2.19901409]
 [  2.19901409  24.23853542]]"
"['EXC US Equity', 'DUK US Equity', 'PPL US Equity', 'MO US Equity', 'WELL US Equity']","[[25.89215886 11.83651989 11.71174001  4.59793345 12.30757996]
 [11.83651989 15.09230655  9.14826341  5.38190606 10.88876835]
 [11.71174001  9.14826341 19.51266423  6.70958138  9.22128191]
 [ 4.59793345  5.38190606  6.70958138 29.16115716  4.75605577]
 [12.30757996 10.88876835  9.22128191  4.75605577 30.47520004]]"
"['BK US Equity', 'KMB US Equity', 'DUK US Equity', 'PPL US Equity', 'WEC US Equity']","[[41.6093943  -0.74810062 -3.16565772  2.62990816 -3.84398036]
 [-0.74810062 18.98891434  8.44756961  6.79175117  8.30634734]
 [-3.16565772  8.44756961 15.09230655  9.14826341 13.99886178]
 [ 2.62990816  6.79175117  9.14826341 19.51266423  9.27362243]
 [-3.84398036  8.30634734 13.99886178  9.27362243 18.95565239]]"
"['KMB US Equity', 'DUK US Equity', 'PPL US Equity', 'MO US Equity', 'HSY US Equity']","[[18.98891434  8.44756961  6.79175117  7.69898443  8.82716934]
 [ 8.44756961 15.09230655  9.14826341  5.38190606  6.92183195]
 [ 6.79175117  9.14826341 19.51266423  6.70958138  1.80784233]
 [ 7.69898443  5.38190606  6.70958138 29.16115716  9.82905636]
 [ 8.82716934  6.92183195  1.80784233  9.82905636 24.23853542]]"
"['BK US Equity', 'NEM US Equity', 'HSY US Equity', 'WELL US Equity']","[[ 41.6093943   -8.23967004  -4.96922721  -0.46730919]
 [ -8.23967004 103.03759492   2.19901409  -0.94065873]
 [ -4.96922721   2.19901409  24.23853542   8.49867145]
 [ -0.46730919  -0.94065873   8.49867145  30.47520004]]"
"['TGT US Equity', 'DUK US Equity', 'PPL US Equity', 'WEC US Equity']","[[43.5782631  -2.28759833  0.55155332  1.06769617]
 [-2.28759833 15.09230655  9.14826341 13.99886178]
 [ 0.55155332  9.14826341 19.51266423  9.27362243]
 [ 1.06769617 13.99886178  9.27362243 18.95565239]]"
"['BK US Equity', 'NEM US Equity', 'EXC US Equity', 'WELL US Equity', 'WEC US Equity']","[[ 41.6093943   -8.23967004   1.3610969   -0.46730919  -3.84398036]
 [ -8.23967004 103.03759492   2.41496056  -0.94065873   1.7655769 ]
 [  1.3610969    2.41496056  25.89215886  12.30757996  12.97943216]
 [ -0.46730919  -0.94065873  12.30757996  30.47520004  13.81643924]
 [ -3.84398036   1.7655769   12.97943216  13.81643924  18.95565239]]"
"['EXC US Equity', 'T US Equity', 'MO US Equity', 'DTE US Equity', 'WELL US Equity']","[[25.89215886  6.27166154  4.59793345 11.93496076 12.30757996]
 [ 6.27166154 20.81009143  8.69786152  5.61924737  6.51666351]
 [ 4.59793345  8.69786152 29.16115716  6.33423752  4.75605577]
 [11.93496076  5.61924737  6.33423752 14.83958778 12.12349466]
 [12.30757996  6.51666351  4.75605577 12.12349466 30.47520004]]"
"['EXC US Equity', 'T US Equity', 'HSY US Equity', 'WELL US Equity', 'WEC US Equity']","[[25.89215886  6.27166154  4.54078826 12.30757996 12.97943216]
 [ 6.27166154 20.81009143  4.8968044   6.51666351  5.11205962]
 [ 4.54078826  4.8968044  24.23853542  8.49867145  8.16399132]
 [12.30757996  6.51666351  8.49867145 30.47520004 13.81643924]
 [12.97943216  5.11205962  8.16399132 13.81643924 18.95565239]]"
"['NEM US Equity', 'KMB US Equity', 'DUK US Equity', 'WELL US Equity']","[[103.03759492  -5.73200752   2.20664854  -0.94065873]
 [ -5.73200752  18.98891434   8.44756961   8.7765816 ]
 [  2.20664854   8.44756961  15.09230655  10.88876835]
 [ -0.94065873   8.7765816   10.88876835  30.47520004]]"
"['BK US Equity', 'DUK US Equity', 'T US Equity', 'MO US Equity']","[[41.6093943  -3.16565772  4.8022112   1.16411952]
 [-3.16565772 15.09230655  4.90012192  5.38190606]
 [ 4.8022112   4.90012192 20.81009143  8.69786152]
 [ 1.16411952  5.38190606  8.69786152 29.16115716]]"
"['NEM US Equity', 'EXC US Equity', 'TGT US Equity', 'T US Equity']","[[103.03759492   2.41496056   2.98316666   6.29184021]
 [  2.41496056  25.89215886   2.72806342   6.27166154]
 [  2.98316666   2.72806342  43.5782631    4.9351621 ]
 [  6.29184021   6.27166154   4.9351621   20.81009143]]"
"['TGT US Equity', 'T US Equity', 'PPL US Equity', 'HSY US Equity']","[[43.5782631   4.9351621   0.55155332  1.54710836]
 [ 4.9351621  20.81009143  4.06848305  4.8968044 ]
 [ 0.55155332  4.06848305 19.51266423  1.80784233]
 [ 1.54710836  4.8968044   1.80784233 24.23853542]]"
"['TGT US Equity', 'DUK US Equity', 'T US Equity', 'MO US Equity', 'WEC US Equity']","[[43.5782631  -2.28759833  4.9351621   3.46409467  1.06769617]
 [-2.28759833 15.09230655  4.90012192  5.38190606 13.99886178]
 [ 4.9351621   4.90012192 20.81009143  8.69786152  5.11205962]
 [ 3.46409467  5.38190606  8.69786152 29.16115716  5.64387931]
 [ 1.06769617 13.99886178  5.11205962  5.64387931 18.95565239]]"
"['BK US Equity', 'TGT US Equity', 'DUK US Equity', 'T US Equity', 'DTE US Equity']","[[41.6093943   8.59761947 -3.16565772  4.8022112   0.67471391]
 [ 8.59761947 43.5782631  -2.28759833  4.9351621  -0.48547121]
 [-3.16565772 -2.28759833 15.09230655  4.90012192 12.00045256]
 [ 4.8022112   4.9351621   4.90012192 20.81009143  5.61924737]
 [ 0.67471391 -0.48547121 12.00045256  5.61924737 14.83958778]]"
"['NEM US Equity', 'DUK US Equity', 'PPL US Equity', 'HSY US Equity']","[[103.03759492   2.20664854  -2.40971396   2.19901409]
 [  2.20664854  15.09230655   9.14826341   6.92183195]
 [ -2.40971396   9.14826341  19.51266423   1.80784233]
 [  2.19901409   6.92183195   1.80784233  24.23853542]]"
"['BK US Equity', 'PPL US Equity', 'MO US Equity', 'WELL US Equity', 'WEC US Equity']","[[41.6093943   2.62990816  1.16411952 -0.46730919 -3.84398036]
 [ 2.62990816 19.51266423  6.70958138  9.22128191  9.27362243]
 [ 1.16411952  6.70958138 29.16115716  4.75605577  5.64387931]
 [-0.46730919  9.22128191  4.75605577 30.47520004 13.81643924]
 [-3.84398036  9.27362243  5.64387931 13.81643924 18.95565239]]"
"['EXC US Equity', 'TGT US Equity', 'DTE US Equity', 'WEC US Equity']","[[25.89215886  2.72806342 11.93496076 12.97943216]
 [ 2.72806342 43.5782631  -0.48547121  1.06769617]
 [11.93496076 -0.48547121 14.83958778 13.85501748]
 [12.97943216  1.06769617 13.85501748 18.95565239]]"
"['PPL US Equity', 'MO US Equity', 'DTE US Equity', 'WELL US Equity', 'WEC US Equity']","[[19.51266423  6.70958138  9.18255513  9.22128191  9.27362243]
 [ 6.70958138 29.16115716  6.33423752  4.75605577  5.64387931]
 [ 9.18255513  6.33423752 14.83958778 12.12349466 13.85501748]
 [ 9.22128191  4.75605577 12.12349466 30.47520004 13.81643924]
 [ 9.27362243  5.64387931 13.85501748 13.81643924 18.95565239]]"
"['EXC US Equity', 'DUK US Equity', 'T US Equity', 'PPL US Equity', 'HSY US Equity']","[[25.89215886 11.83651989  6.27166154 11.71174001  4.54078826]
 [11.83651989 15.09230655  4.90012192  9.14826341  6.92183195]
 [ 6.27166154  4.90012192 20.81009143  4.06848305  4.8968044 ]
 [11.71174001  9.14826341  4.06848305 19.51266423  1.80784233]
 [ 4.54078826  6.92183195  4.8968044   1.80784233 24.23853542]]"
"['EXC US Equity', 'KMB US Equity', 'PPL US Equity', 'MO US Equity', 'WELL US Equity']","[[25.89215886  6.47096926 11.71174001  4.59793345 12.30757996]
 [ 6.47096926 18.98891434  6.79175117  7.69898443  8.7765816 ]
 [11.71174001  6.79175117 19.51266423  6.70958138  9.22128191]
 [ 4.59793345  7.69898443  6.70958138 29.16115716  4.75605577]
 [12.30757996  8.7765816   9.22128191  4.75605577 30.47520004]]"
"['NEM US Equity', 'EXC US Equity', 'DUK US Equity', 'T US Equity', 'WEC US Equity']","[[103.03759492   2.41496056   2.20664854   6.29184021   1.7655769 ]
 [  2.41496056  25.89215886  11.83651989   6.27166154  12.97943216]
 [  2.20664854  11.83651989  15.09230655   4.90012192  13.99886178]
 [  6.29184021   6.27166154   4.90012192  20.81009143   5.11205962]
 [  1.7655769   12.97943216  13.99886178   5.11205962  18.95565239]]"
"['BK US Equity', 'EXC US Equity', 'KMB US Equity', 'DTE US Equity', 'HSY US Equity']","[[41.6093943   1.3610969  -0.74810062  0.67471391 -4.96922721]
 [ 1.3610969  25.89215886  6.47096926 11.93496076  4.54078826]
 [-0.74810062  6.47096926 18.98891434  7.58649282  8.82716934]
 [ 0.67471391 11.93496076  7.58649282 14.83958778  8.11705738]
 [-4.96922721  4.54078826  8.82716934  8.11705738 24.23853542]]"
"['NEM US Equity', 'EXC US Equity', 'PPL US Equity', 'HSY US Equity']","[[103.03759492   2.41496056  -2.40971396   2.19901409]
 [  2.41496056  25.89215886  11.71174001   4.54078826]
 [ -2.40971396  11.71174001  19.51266423   1.80784233]
 [  2.19901409   4.54078826   1.80784233  24.23853542]]"
"['DUK US Equity', 'T US Equity', 'MO US Equity', 'WELL US Equity', 'WEC US Equity']","[[15.09230655  4.90012192  5.38190606 10.88876835 13.99886178]
 [ 4.90012192 20.81009143  8.69786152  6.51666351  5.11205962]
 [ 5.38190606  8.69786152 29.16115716  4.75605577  5.64387931]
 [10.88876835  6.51666351  4.75605577 30.47520004 13.81643924]
 [13.99886178  5.11205962  5.64387931 13.81643924 18.95565239]]"
"['NEM US Equity', 'T US Equity', 'PPL US Equity']","[[103.03759492   6.29184021  -2.40971396]
 [  6.29184021  20.81009143   4.06848305]
 [ -2.40971396   4.06848305  19.51266423]]"
"['T US Equity', 'HSY US Equity', 'WEC US Equity']","[[20.81009143  4.8968044   5.11205962]
 [ 4.8968044  24.23853542  8.16399132]
 [ 5.11205962  8.16399132 18.95565239]]"
"['EXC US Equity', 'DUK US Equity', 'PPL US Equity', 'WELL US Equity', 'WEC US Equity']","[[25.89215886 11.83651989 11.71174001 12.30757996 12.97943216]
 [11.83651989 15.09230655  9.14826341 10.88876835 13.99886178]
 [11.71174001  9.14826341 19.51266423  9.22128191  9.27362243]
 [12.30757996 10.88876835  9.22128191 30.47520004 13.81643924]
 [12.97943216 13.99886178  9.27362243 13.81643924 18.95565239]]"
"['BK US Equity', 'EXC US Equity', 'TGT US Equity', 'WELL US Equity', 'WEC US Equity']","[[41.6093943   1.3610969   8.59761947 -0.46730919 -3.84398036]
 [ 1.3610969  25.89215886  2.72806342 12.30757996 12.97943216]
 [ 8.59761947  2.72806342 43.5782631   0.67687823  1.06769617]
 [-0.46730919 12.30757996  0.67687823 30.47520004 13.81643924]
 [-3.84398036 12.97943216  1.06769617 13.81643924 18.95565239]]"
"['BK US Equity', 'EXC US Equity', 'KMB US Equity', 'HSY US Equity']","[[41.6093943   1.3610969  -0.74810062 -4.96922721]
 [ 1.3610969  25.89215886  6.47096926  4.54078826]
 [-0.74810062  6.47096926 18.98891434  8.82716934]
 [-4.96922721  4.54078826  8.82716934 24.23853542]]"
"['EXC US Equity', 'PPL US Equity', 'DTE US Equity', 'WELL US Equity', 'WEC US Equity']","[[25.89215886 11.71174001 11.93496076 12.30757996 12.97943216]
 [11.71174001 19.51266423  9.18255513  9.22128191  9.27362243]
 [11.93496076  9.18255513 14.83958778 12.12349466 13.85501748]
 [12.30757996  9.22128191 12.12349466 30.47520004 13.81643924]
 [12.97943216  9.27362243 13.85501748 13.81643924 18.95565239]]"
"['TGT US Equity', 'PPL US Equity', 'MO US Equity', 'DTE US Equity', 'WEC US Equity']","[[43.5782631   0.55155332  3.46409467 -0.48547121  1.06769617]
 [ 0.55155332 19.51266423  6.70958138  9.18255513  9.27362243]
 [ 3.46409467  6.70958138 29.16115716  6.33423752  5.64387931]
 [-0.48547121  9.18255513  6.33423752 14.83958778 13.85501748]
 [ 1.06769617  9.27362243  5.64387931 13.85501748 18.95565239]]"
"['PPL US Equity', 'WELL US Equity']","[[19.51266423  9.22128191]
 [ 9.22128191 30.47520004]]"
"['EXC US Equity', 'PPL US Equity', 'DTE US Equity', 'HSY US Equity', 'WEC US Equity']","[[25.89215886 11.71174001 11.93496076  4.54078826 12.97943216]
 [11.71174001 19.51266423  9.18255513  1.80784233  9.27362243]
 [11.93496076  9.18255513 14.83958778  8.11705738 13.85501748]
 [ 4.54078826  1.80784233  8.11705738 24.23853542  8.16399132]
 [12.97943216  9.27362243 13.85501748  8.16399132 18.95565239]]"
"['EXC US Equity', 'PPL US Equity', 'MO US Equity']","[[25.89215886 11.71174001  4.59793345]
 [11.71174001 19.51266423  6.70958138]
 [ 4.59793345  6.70958138 29.16115716]]"
"['BK US Equity', 'EXC US Equity', 'PPL US Equity', 'HSY US Equity', 'WELL US Equity']","[[41.6093943   1.3610969   2.62990816 -4.96922721 -0.46730919]
 [ 1.3610969  25.89215886 11.71174001  4.54078826 12.30757996]
 [ 2.62990816 11.71174001 19.51266423  1.80784233  9.22128191]
 [-4.96922721  4.54078826  1.80784233 24.23853542  8.49867145]
 [-0.46730919 12.30757996  9.22128191  8.49867145 30.47520004]]"
"['EXC US Equity', 'KMB US Equity', 'TGT US Equity', 'DUK US Equity', 'PPL US Equity']","[[ 2.58921589e+01  6.47096926e+00  2.72806342e+00  1.18365199e+01
   1.17117400e+01]
 [ 6.47096926e+00  1.89889143e+01  8.93653031e-03  8.44756961e+00
   6.79175117e+00]
 [ 2.72806342e+00  8.93653031e-03  4.35782631e+01 -2.28759833e+00
   5.51553324e-01]
 [ 1.18365199e+01  8.44756961e+00 -2.28759833e+00  1.50923065e+01
   9.14826341e+00]
 [ 1.17117400e+01  6.79175117e+00  5.51553324e-01  9.14826341e+00
   1.95126642e+01]]"
"['EXC US Equity', 'DUK US Equity', 'T US Equity', 'DTE US Equity', 'WEC US Equity']","[[25.89215886 11.83651989  6.27166154 11.93496076 12.97943216]
 [11.83651989 15.09230655  4.90012192 12.00045256 13.99886178]
 [ 6.27166154  4.90012192 20.81009143  5.61924737  5.11205962]
 [11.93496076 12.00045256  5.61924737 14.83958778 13.85501748]
 [12.97943216 13.99886178  5.11205962 13.85501748 18.95565239]]"
"['EXC US Equity', 'KMB US Equity', 'PPL US Equity', 'MO US Equity', 'WEC US Equity']","[[25.89215886  6.47096926 11.71174001  4.59793345 12.97943216]
 [ 6.47096926 18.98891434  6.79175117  7.69898443  8.30634734]
 [11.71174001  6.79175117 19.51266423  6.70958138  9.27362243]
 [ 4.59793345  7.69898443  6.70958138 29.16115716  5.64387931]
 [12.97943216  8.30634734  9.27362243  5.64387931 18.95565239]]"
"['BK US Equity', 'TGT US Equity', 'WEC US Equity']","[[41.6093943   8.59761947 -3.84398036]
 [ 8.59761947 43.5782631   1.06769617]
 [-3.84398036  1.06769617 18.95565239]]"
"['DUK US Equity', 'PPL US Equity', 'MO US Equity', 'WELL US Equity', 'WEC US Equity']","[[15.09230655  9.14826341  5.38190606 10.88876835 13.99886178]
 [ 9.14826341 19.51266423  6.70958138  9.22128191  9.27362243]
 [ 5.38190606  6.70958138 29.16115716  4.75605577  5.64387931]
 [10.88876835  9.22128191  4.75605577 30.47520004 13.81643924]
 [13.99886178  9.27362243  5.64387931 13.81643924 18.95565239]]"
"['EXC US Equity', 'T US Equity', 'MO US Equity', 'WEC US Equity']","[[25.89215886  6.27166154  4.59793345 12.97943216]
 [ 6.27166154 20.81009143  8.69786152  5.11205962]
 [ 4.59793345  8.69786152 29.16115716  5.64387931]
 [12.97943216  5.11205962  5.64387931 18.95565239]]"
"['BK US Equity', 'EXC US Equity', 'PPL US Equity', 'DTE US Equity', 'HSY US Equity']","[[41.6093943   1.3610969   2.62990816  0.67471391 -4.96922721]
 [ 1.3610969  25.89215886 11.71174001 11.93496076  4.54078826]
 [ 2.62990816 11.71174001 19.51266423  9.18255513  1.80784233]
 [ 0.67471391 11.93496076  9.18255513 14.83958778  8.11705738]
 [-4.96922721  4.54078826  1.80784233  8.11705738 24.23853542]]"
"['KMB US Equity', 'TGT US Equity', 'T US Equity', 'WELL US Equity']","[[1.89889143e+01 8.93653031e-03 8.99086179e+00 8.77658160e+00]
 [8.93653031e-03 4.35782631e+01 4.93516210e+00 6.76878231e-01]
 [8.99086179e+00 4.93516210e+00 2.08100914e+01 6.51666351e+00]
 [8.77658160e+00 6.76878231e-01 6.51666351e+00 3.04752000e+01]]"
"['TGT US Equity', 'T US Equity', 'MO US Equity', 'DTE US Equity', 'WELL US Equity']","[[43.5782631   4.9351621   3.46409467 -0.48547121  0.67687823]
 [ 4.9351621  20.81009143  8.69786152  5.61924737  6.51666351]
 [ 3.46409467  8.69786152 29.16115716  6.33423752  4.75605577]
 [-0.48547121  5.61924737  6.33423752 14.83958778 12.12349466]
 [ 0.67687823  6.51666351  4.75605577 12.12349466 30.47520004]]"
"['KMB US Equity', 'TGT US Equity', 'PPL US Equity', 'WELL US Equity', 'WEC US Equity']","[[1.89889143e+01 8.93653031e-03 6.79175117e+00 8.77658160e+00
  8.30634734e+00]
 [8.93653031e-03 4.35782631e+01 5.51553324e-01 6.76878231e-01
  1.06769617e+00]
 [6.79175117e+00 5.51553324e-01 1.95126642e+01 9.22128191e+00
  9.27362243e+00]
 [8.77658160e+00 6.76878231e-01 9.22128191e+00 3.04752000e+01
  1.38164392e+01]
 [8.30634734e+00 1.06769617e+00 9.27362243e+00 1.38164392e+01
  1.89556524e+01]]"
"['EXC US Equity', 'DUK US Equity', 'T US Equity', 'PPL US Equity', 'DTE US Equity']","[[25.89215886 11.83651989  6.27166154 11.71174001 11.93496076]
 [11.83651989 15.09230655  4.90012192  9.14826341 12.00045256]
 [ 6.27166154  4.90012192 20.81009143  4.06848305  5.61924737]
 [11.71174001  9.14826341  4.06848305 19.51266423  9.18255513]
 [11.93496076 12.00045256  5.61924737  9.18255513 14.83958778]]"
"['EXC US Equity', 'DTE US Equity', 'HSY US Equity', 'WEC US Equity']","[[25.89215886 11.93496076  4.54078826 12.97943216]
 [11.93496076 14.83958778  8.11705738 13.85501748]
 [ 4.54078826  8.11705738 24.23853542  8.16399132]
 [12.97943216 13.85501748  8.16399132 18.95565239]]"
"['BK US Equity', 'TGT US Equity', 'PPL US Equity']","[[41.6093943   8.59761947  2.62990816]
 [ 8.59761947 43.5782631   0.55155332]
 [ 2.62990816  0.55155332 19.51266423]]"
"['BK US Equity', 'EXC US Equity', 'TGT US Equity', 'DUK US Equity', 'DTE US Equity']","[[41.6093943   1.3610969   8.59761947 -3.16565772  0.67471391]
 [ 1.3610969  25.89215886  2.72806342 11.83651989 11.93496076]
 [ 8.59761947  2.72806342 43.5782631  -2.28759833 -0.48547121]
 [-3.16565772 11.83651989 -2.28759833 15.09230655 12.00045256]
 [ 0.67471391 11.93496076 -0.48547121 12.00045256 14.83958778]]"
"['EXC US Equity', 'DUK US Equity', 'PPL US Equity', 'HSY US Equity', 'WELL US Equity']","[[25.89215886 11.83651989 11.71174001  4.54078826 12.30757996]
 [11.83651989 15.09230655  9.14826341  6.92183195 10.88876835]
 [11.71174001  9.14826341 19.51266423  1.80784233  9.22128191]
 [ 4.54078826  6.92183195  1.80784233 24.23853542  8.49867145]
 [12.30757996 10.88876835  9.22128191  8.49867145 30.47520004]]"
"['NEM US Equity', 'KMB US Equity', 'T US Equity', 'MO US Equity', 'WEC US Equity']","[[ 1.03037595e+02 -5.73200752e+00  6.29184021e+00 -7.12359198e-02
   1.76557690e+00]
 [-5.73200752e+00  1.89889143e+01  8.99086179e+00  7.69898443e+00
   8.30634734e+00]
 [ 6.29184021e+00  8.99086179e+00  2.08100914e+01  8.69786152e+00
   5.11205962e+00]
 [-7.12359198e-02  7.69898443e+00  8.69786152e+00  2.91611572e+01
   5.64387931e+00]
 [ 1.76557690e+00  8.30634734e+00  5.11205962e+00  5.64387931e+00
   1.89556524e+01]]"
"['UFS US Equity', 'JNJ US Equity', 'TGT US Equity', 'WEC US Equity']","[[96.65527689  8.49537411  7.77402894  1.40771363]
 [ 8.49537411 15.4644834   2.64591962  6.19261419]
 [ 7.77402894  2.64591962 43.5782631   1.06769617]
 [ 1.40771363  6.19261419  1.06769617 18.95565239]]"
"['UFS US Equity', 'DTE US Equity', 'HSY US Equity', 'WELL US Equity']","[[96.65527689  5.54381943 -1.21050274  9.18000309]
 [ 5.54381943 14.83958778  8.11705738 12.12349466]
 [-1.21050274  8.11705738 24.23853542  8.49867145]
 [ 9.18000309 12.12349466  8.49867145 30.47520004]]"
"['EXC US Equity', 'PPL US Equity', 'MO US Equity']","[[25.89215886 11.71174001  4.59793345]
 [11.71174001 19.51266423  6.70958138]
 [ 4.59793345  6.70958138 29.16115716]]"
"['KMB US Equity', 'TGT US Equity', 'PPL US Equity', 'WELL US Equity']","[[1.89889143e+01 8.93653031e-03 6.79175117e+00 8.77658160e+00]
 [8.93653031e-03 4.35782631e+01 5.51553324e-01 6.76878231e-01]
 [6.79175117e+00 5.51553324e-01 1.95126642e+01 9.22128191e+00]
 [8.77658160e+00 6.76878231e-01 9.22128191e+00 3.04752000e+01]]"
"['NEM US Equity', 'KMB US Equity', 'JNJ US Equity', 'T US Equity', 'PPL US Equity']","[[103.03759492  -5.73200752   3.78044699   6.29184021  -2.40971396]
 [ -5.73200752  18.98891434   7.67858388   8.99086179   6.79175117]
 [  3.78044699   7.67858388  15.4644834    6.07828865   7.79928158]
 [  6.29184021   8.99086179   6.07828865  20.81009143   4.06848305]
 [ -2.40971396   6.79175117   7.79928158   4.06848305  19.51266423]]"
"['JNJ US Equity', 'TGT US Equity', 'MO US Equity']","[[15.4644834   2.64591962  9.60513812]
 [ 2.64591962 43.5782631   3.46409467]
 [ 9.60513812  3.46409467 29.16115716]]"
"['NEM US Equity', 'TGT US Equity', 'T US Equity', 'DTE US Equity', 'WEC US Equity']","[[103.03759492   2.98316666   6.29184021   1.27988372   1.7655769 ]
 [  2.98316666  43.5782631    4.9351621   -0.48547121   1.06769617]
 [  6.29184021   4.9351621   20.81009143   5.61924737   5.11205962]
 [  1.27988372  -0.48547121   5.61924737  14.83958778  13.85501748]
 [  1.7655769    1.06769617   5.11205962  13.85501748  18.95565239]]"
"['UFS US Equity', 'NEM US Equity', 'TGT US Equity', 'PPL US Equity', 'HSY US Equity']","[[ 96.65527689  -4.00106665   7.77402894   7.86193162  -1.21050274]
 [ -4.00106665 103.03759492   2.98316666  -2.40971396   2.19901409]
 [  7.77402894   2.98316666  43.5782631    0.55155332   1.54710836]
 [  7.86193162  -2.40971396   0.55155332  19.51266423   1.80784233]
 [ -1.21050274   2.19901409   1.54710836   1.80784233  24.23853542]]"
"['EXC US Equity', 'JNJ US Equity', 'PPL US Equity', 'DTE US Equity', 'HSY US Equity']","[[25.89215886  7.36481335 11.71174001 11.93496076  4.54078826]
 [ 7.36481335 15.4644834   7.79928158  7.34329368  6.05211749]
 [11.71174001  7.79928158 19.51266423  9.18255513  1.80784233]
 [11.93496076  7.34329368  9.18255513 14.83958778  8.11705738]
 [ 4.54078826  6.05211749  1.80784233  8.11705738 24.23853542]]"
